,Unnamed: 0,brand,year,price_in_euro,power_ps
66910,196093,skoda,2019,27880,190
66911,196094,skoda,2019,29390,245
66912,196095,skoda,2019,26980,190
66913,196096,skoda,2019,33250,190
66914,196097,skoda,2019,26790,190
66915,196098,skoda,2019,18700,150
66916,196099,skoda,2019,23487,150
66917,196100,skoda,2019,21980,184
66918,196101,skoda,2019,26950,150
66919,196102,skoda,2019,26289,190
66920,196103,skoda,2019,27470,190
66921,196104,skoda,2019,23950,150
66922,196105,skoda,2019,24720,184
66923,196106,skoda,2019,24490,150
66924,196107,skoda,2019,22500,150
66925,196108,skoda,2019,20900,190
66926,196109,skoda,2019,25790,150
66927,196110,skoda,2019,31340,272
66928,196111,skoda,2019,25870,150
66929,196112,skoda,2019,30270,190
66930,196113,skoda,2019,26740,245
66931,196114,skoda,2019,23970,150
66932,196115,skoda,2019,17980,184
66933,196116,skoda,2019,23995,150
66934,196117,skoda,2019,28430,150
66935,196118,skoda,2019,26490,150
66936,196119,skoda,2019,29930,245
66937,196120,skoda,2019,26980,150
66938,196121,skoda,2019,25980,190
66939,196122,skoda,2019,21886,150
66940,196123,skoda,2019,27850,245
66941,196124,skoda,2019,26990,190
66942,196125,skoda,2019,27990,245
66943,196126,skoda,2019,25995,190
66944,196127,skoda,2019,29790,190
66945,196128,skoda,2019,27500,190
66946,196129,skoda,2019,38790,239
66947,196130,skoda,2019,26399,150
66948,196131,skoda,2019,25480,150
66949,196132,skoda,2019,27490,190
66950,196133,skoda,2019,23850,150
66951,196134,skoda,2019,28950,150
66952,196135,skoda,2019,21300,150
66953,196136,skoda,2019,24689,150
66954,196137,skoda,2019,33760,190
66955,196139,skoda,2019,26980,150
66956,196141,skoda,2019,16699,110
66957,196142,skoda,2019,20450,184
66958,196143,skoda,2019,26490,190
66959,196145,skoda,2019,14960,95
66960,196146,skoda,2019,22899,150
66961,196147,skoda,2019,20829,150
66962,196148,skoda,2019,34950,190
66963,196150,skoda,2019,28590,150
66964,196151,skoda,2019,26490,245
66965,196152,skoda,2019,23890,190
66966,196153,skoda,2019,15269,95
66967,196154,skoda,2019,27290,150
66968,196155,skoda,2019,31200,190
66969,196156,skoda,2019,28970,190
66970,196157,skoda,2019,26480,150
66971,196158,skoda,2019,28500,245
